gene	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
ENSG00000113368.12_5_126777379_126777406	538	0.946456130594556	0.0145845481292762	0.0372447809399604	0.000572786908053462	0.00114175342815361
ENSG00000113368.12_5_126777407_126777697	539	0.945568985494228	0.0146200420751406	0.0381141098723555	0.000588197772437373	0.00110866478583854
ENSG00000113368.12_5_126777698_126777867	539	0.93817122737771	0.0145056606428132	0.0452713634318555	0.000698616143583547	0.00135313240403815
ENSG00000113368.12_5_126804776_126804914	581	0.947858958665808	0.0159684354870197	0.0344019604296531	0.000578372313721621	0.00119227310379789
ENSG00000113368.12_5_126804915_126804932	581	0.948264755468766	0.0159752718839432	0.0340078589101621	0.000571744849673527	0.00118036888745565
ENSG00000113368.12_5_126805571_126805696	582	0.945555491594176	0.0159792661289614	0.0365617122223417	0.000616581950045868	0.00128694810447512
ENSG00000113368.12_5_126810180_126810255	592	0.94397497205077	0.0161953589714744	0.0379036211965161	0.000649018550388974	0.00127702923085044
ENSG00000113368.12_5_126810256_126810350	592	0.937929291289308	0.0160916359141288	0.0439471148298445	0.00075270185727081	0.0012792561094484
ENSG00000113368.12_5_126811713_126811772	596	0.872067269628255	0.0151891403421443	0.10878955891331	0.00189276948783728	0.00206126162845324
ENSG00000113368.12_5_126811773_126811898	596	0.940785386142562	0.0163860309400778	0.0407349552257218	0.000708111300314346	0.00138551639132455
ENSG00000113368.12_5_126815170_126815247	610	0.932020655169313	0.0167262794347558	0.0489514257576228	0.000877070152074374	0.00142456948623461
ENSG00000113368.12_5_126818922_126818979	615	0.942835870783853	0.0170250167948615	0.0381312165370636	0.000687223985839652	0.00132067189838218
ENSG00000113368.12_5_126818980_126819142	615	0.936386341482254	0.0169085560745164	0.0445379537685088	0.000802868390973477	0.00136428028374755
ENSG00000113368.12_5_126819143_126819234	615	0.944488903515042	0.017054866009219	0.0366372758311579	0.000660409661819624	0.00115854498276127
ENSG00000113368.12_5_126820910_126821081	618	0.937184418788469	0.0169684158123829	0.0437546225772027	0.000790908110477893	0.00130163471146797
ENSG00000113368.12_5_126821082_126821135	620	0.933594022795029	0.0170661296575768	0.0470430933295732	0.000858511060987597	0.00143824315683327
ENSG00000113368.12_5_126822781_126822885	620	0.91907319306174	0.0168006884091186	0.0611404186497482	0.001115778956982	0.00186992092241143
ENSG00000113368.12_5_126825988_126826107	621	0.908969823739729	0.0166349230857004	0.0710476731672258	0.00129818362311499	0.00204939638423002
ENSG00000113368.12_5_126832694_126832801	632	0.923938367394188	0.0190881445643933	0.0541145992445767	0.00111624024931387	0.00174264854752783
ENSG00000113368.12_5_126836223_126836571	642	0.927188401515678	0.0213461973591645	0.048625229684236	0.00111775205611299	0.00172241938480798
ENSG00000113368.12_5_126836572_126837014	642	0.928840892981818	0.0213842418481949	0.0467420477167819	0.00107416025661085	0.00195865719659445
ENSG00000113368.12_5_126837015_126837020	642	0.928998402365758	0.0213878681083918	0.0466727372605234	0.00107265487626086	0.0018683373890661
ENSG00000138829.12_5_128257909_128258036	2326	6.01720632513204e-13	5.10706158689602e-07	1.17821090937342e-06	0.999998230225919	8.08564107435759e-08
ENSG00000138829.12_5_128258037_128259829	2326	1.63996929264485e-16	1.39191241343578e-10	1.17821156656041e-06	0.999998788056028	3.35932109827052e-08
ENSG00000138829.12_5_128261736_128261907	2326	4.27234296145742e-13	3.62612106774084e-07	1.17821110148846e-06	0.999998393297191	6.58791730629908e-08
ENSG00000138829.12_5_128263425_128263656	2326	1.8381355608436e-13	1.56010464109952e-07	1.17821135757284e-06	0.999998610657775	5.51202190993781e-08
ENSG00000138829.12_5_128271999_128272118	2326	6.72156116035036e-14	5.70487780394407e-08	1.17821148846194e-06	0.999998721761116	4.29785488268286e-08
ENSG00000138829.12_5_128273840_128273968	2326	8.29955008168326e-14	7.04418481275099e-08	1.17821147721227e-06	0.999998712216884	3.91297074968628e-08
ENSG00000138829.12_5_128274567_128274683	2326	6.55690544098528e-15	5.56512741913175e-09	1.17821155792018e-06	0.999998780720777	3.55025310951759e-08
ENSG00000138829.12_5_128276038_128276160	2326	1.45456079255835e-14	1.23454825181132e-08	1.17821154862266e-06	0.999998772828473	3.66144829377115e-08
ENSG00000138829.12_5_128277880_128278005	2326	3.249762481999e-16	2.75821307124427e-10	1.17821156327576e-06	0.999998785265545	3.62470668020175e-08
ENSG00000138829.12_5_128278635_128278841	2326	5.35632057515181e-15	4.54613945049629e-09	1.17821156122828e-06	0.999998783530295	3.3711995644603e-08
ENSG00000138829.12_5_128280192_128280317	2326	2.76734010008149e-16	2.3487604644657e-10	1.17821156538041e-06	0.99999878705361	3.44999471663422e-08
ENSG00000138829.12_5_128286718_128286849	2326	3.02665258546647e-13	2.56885011430551e-07	1.17821124518272e-06	0.99999851527294	4.96304993574867e-08
ENSG00000138829.12_5_128287308_128287430	2326	3.00601063097737e-14	2.55133040047929e-08	1.17821153470288e-06	0.999998761015512	3.52596192738154e-08
ENSG00000138829.12_5_128288438_128288557	2326	3.46153598904619e-13	2.93795434726562e-07	1.17821118416524e-06	0.99999846346988	6.4523153711769e-08
ENSG00000138829.12_5_128289127_128289252	2326	1.05557183784855e-12	8.95909180107306e-07	1.17821045609098e-06	0.99999784550612	8.03731890993784e-08
ENSG00000138829.12_5_128289882_128289947	2326	4.29346552320836e-18	3.64404869360344e-12	1.17821156644944e-06	0.999998787961611	3.38231755000069e-08
ENSG00000138829.12_5_128290732_128290884	2326	8.26629878038138e-16	7.01596300442043e-10	1.17821156462313e-06	0.999998786410697	3.46761424239965e-08
ENSG00000138829.12_5_128291529_128291654	2326	8.11026721864151e-17	6.88353231279253e-11	1.1782115645851e-06	0.999998786377749	3.53418499678605e-08
ENSG00000138829.12_5_128300817_128300936	2326	7.27278413545869e-15	6.17272443074697e-09	1.17821155867198e-06	0.999998781360116	3.42555920067016e-08
ENSG00000138829.12_5_128301382_128301510	2326	7.21824342680277e-14	6.12643338752061e-08	1.17821148551481e-06	0.99999871926148	4.12626290973769e-08
ENSG00000138829.12_5_128302973_128303089	2326	1.31746364789141e-14	1.11818801362615e-08	1.17821154934333e-06	0.999998773439581	3.71669743865005e-08
ENSG00000138829.12_5_128304957_128305082	2326	4.87225982472053e-16	4.1352962899541e-10	1.1782115655413e-06	0.999998787190474	3.41844329274504e-08
ENSG00000138829.12_5_128305511_128305636	2326	1.35918662338652e-15	1.15360009589963e-09	1.17821156241838e-06	0.999998784538007	3.60968312799683e-08
ENSG00000138829.12_5_128305823_128305948	2326	3.39325827375775e-15	2.88000411618675e-09	1.17821156194879e-06	0.999998784140772	3.47676583198535e-08
ENSG00000138829.12_5_128307135_128307203	2326	3.05924950218203e-15	2.59651651831662e-09	1.17821156018331e-06	0.999998782640562	3.6551359838391e-08
ENSG00000138829.12_5_128309247_128309399	2326	4.59121015706577e-13	3.89675735940514e-07	1.17821106764217e-06	0.999998364568727	6.75440103926294e-08
ENSG00000138829.12_5_128309983_128310108	2326	1.27772762021271e-15	1.08446233935001e-09	1.17821156363468e-06	0.999998785571306	3.51326694455274e-08
ENSG00000138829.12_5_128311300_128311425	2326	4.37603365252246e-16	3.71412781317105e-10	1.1782115640148e-06	0.999998785893522	3.5523501178181e-08
ENSG00000138829.12_5_128311885_128311953	2326	6.17297525888967e-16	5.23926937486942e-10	1.17821156536685e-06	0.999998787042383	3.42221255164676e-08
ENSG00000138829.12_5_128312634_128312795	2326	8.96511753494485e-13	7.60908051191348e-07	1.17821061768744e-06	0.999997982662143	7.82182920979496e-08
ENSG00000138829.12_5_128318149_128318271	2326	3.51549121441259e-15	2.98374846566408e-09	1.17821156127162e-06	0.99999878356556	3.5239124583059e-08
ENSG00000138829.12_5_128318879_128319001	2326	9.38905199997084e-16	7.96889191021184e-10	1.17821156371367e-06	0.999998785638111	3.53534376897014e-08
ENSG00000138829.12_5_128328070_128328298	2326	1.56353496197692e-15	1.32703931236827e-09	1.17821156307542e-06	0.999998785096387	3.53650125236349e-08
ENSG00000138829.12_5_128328299_128328695	2326	2.55504366870454e-15	2.16857536009395e-09	1.17821155565473e-06	0.999998778792672	4.08271969164143e-08
ENSG00000138829.12_5_128328696_128328821	2326	3.4629898587181e-14	2.93918830893365e-08	1.17821152649867e-06	0.999998754049153	3.8347402755452e-08
ENSG00000138829.12_5_128330573_128330695	2326	1.55175365242284e-14	1.31704000866888e-08	1.17821154164745e-06	0.999998766903211	4.17148301240169e-08
ENSG00000138829.12_5_128332912_128333034	2326	3.31215672042149e-14	2.81116974267504e-08	1.17821152916269e-06	0.999998756311206	3.73655331993618e-08
ENSG00000138829.12_5_128334719_128334844	2326	1.07530715734581e-13	9.1265939385494e-08	1.1782114478586e-06	0.999998687299074	4.32234299051402e-08
ENSG00000138829.12_5_128335170_128335295	2326	8.64163886765043e-15	7.3345302660594e-09	1.17821155645871e-06	0.999998779480903	3.49730005824031e-08
ENSG00000138829.12_5_128335455_128335577	2326	8.37701538093744e-15	7.10993294116166e-09	1.17821155217869e-06	0.9999987758444	3.88341094755884e-08
ENSG00000138829.12_5_128335988_128336113	2326	2.7436075356406e-14	2.32861761715992e-08	1.17821153749103e-06	0.999998763382064	3.51201934447899e-08
ENSG00000138829.12_5_128337997_128338122	2326	5.84941847730657e-13	4.96465283006174e-07	1.17821093799566e-06	0.999998254528921	7.0794273767048e-08
ENSG00000138829.12_5_128338933_128339061	2326	4.93704960322453e-15	4.19028615919612e-09	1.17821156132376e-06	0.999998783611063	3.39870856915632e-08
ENSG00000138829.12_5_128339062_128339191	2326	6.43188831504581e-07	0.545902001195795	5.07534417018649e-07	0.430742916182119	0.0233539318988373
ENSG00000138829.12_5_128344385_128344510	2326	2.55631770200958e-16	2.16965668690925e-10	1.17821156607509e-06	0.999998787643786	3.39276839569951e-08
ENSG00000138829.12_5_128345357_128345584	2326	6.17540785347608e-14	5.24133402243133e-08	1.17821149971865e-06	0.999998731320096	3.8055003387451e-08
ENSG00000138829.12_5_128349347_128349472	2326	8.45412103800139e-14	7.17537582579053e-08	1.17821147685752e-06	0.999998711916804	3.81178747526686e-08
ENSG00000138829.12_5_128349955_128350005	2326	4.49720742911551e-15	3.81697320459344e-09	1.17821156145182e-06	0.999998783719484	3.42519729743388e-08
ENSG00000138829.12_5_128350868_128351005	2326	3.56343761044968e-13	3.02444263239199e-07	1.17821118399344e-06	0.999998463332586	5.60116125893799e-08
ENSG00000138829.12_5_128357276_128357395	2326	1.17234893577597e-14	9.95022921406715e-09	1.17821154925597e-06	0.999998773364125	3.84740840728756e-08
ENSG00000138829.12_5_128361723_128361848	2326	8.11895821925087e-14	6.89090873849003e-08	1.17821147919995e-06	0.999998713904073	3.89752778611916e-08
ENSG00000138829.12_5_128364600_128364725	2326	3.70849826683375e-14	3.14756184518925e-08	1.17821152711689e-06	0.999998754576479	3.57363391788614e-08
ENSG00000138829.12_5_128365170_128365388	2326	7.69794173838374e-14	6.53357395874247e-08	1.17821142736426e-06	0.999998669861274	8.65914826046999e-08
ENSG00000138829.12_5_128366377_128366430	2326	1.38176431943087e-14	1.17276275676887e-08	1.17821154872708e-06	0.999998772916562	3.71442472468867e-08
ENSG00000138829.12_5_128369182_128369334	2326	2.07797559543975e-13	1.76366718516086e-07	1.17821134030134e-06	0.999998596004404	4.94173282902151e-08
ENSG00000138829.12_5_128374628_128374750	2326	4.44057217659716e-14	3.76890443198173e-08	1.17821151589712e-06	0.999998745050461	3.90489333557174e-08
ENSG00000138829.12_5_128376731_128376853	2326	1.78488909543852e-14	1.51491207773794e-08	1.17821154591737e-06	0.999998770532875	3.61064408070452e-08
ENSG00000138829.12_5_128377752_128377821	2326	6.88027817111847e-17	5.83958775156463e-11	1.17821156613508e-06	0.999998787694597	3.40354441321402e-08
ENSG00000138829.12_5_128377822_128377877	2326	5.87059025010972e-15	4.9826222234591e-09	1.17821155377066e-06	0.999998777194799	3.9611017825403e-08
ENSG00000138829.12_5_128378771_128378890	2326	1.47074657225466e-13	1.24828581859472e-07	1.17821140213482e-06	0.999998648486091	4.84737761192534e-08
ENSG00000138829.12_5_128392018_128392155	2326	2.51030543097648e-14	2.13060409518783e-08	1.17821153716589e-06	0.999998763103848	3.73785476977047e-08
ENSG00000138829.12_5_128393135_128393368	2326	2.74190848645984e-15	2.32717556110658e-09	1.17821155830493e-06	0.999998781044415	3.8416851518421e-08
ENSG00000138829.12_5_128395122_128395274	2326	6.82949119237673e-14	5.7964826602263e-08	1.1782114886332e-06	0.999998721907538	4.19160806194351e-08
ENSG00000138829.12_5_128408674_128408799	2326	7.85129073287765e-14	6.66372784027018e-08	1.17821147142663e-06	0.99999870729764	4.78535310243994e-08
ENSG00000138829.12_5_128441998_128442372	2326	4.79806025133318e-18	4.07231992342536e-12	1.17821154763012e-06	0.999998771972863	4.98115141829595e-08
ENSG00000138829.12_5_128446076_128446480	2326	2.69585595372948e-13	2.28808879755252e-07	1.1782112632438e-06	0.999998530589387	6.23901989949755e-08
ENSG00000138829.12_5_128446481_128446606	2326	2.3770013975762e-15	2.01746323353689e-09	1.17821155925705e-06	0.999998781853033	3.79179455189728e-08
ENSG00000138829.12_5_128464724_128464921	2326	1.86181767632204e-13	1.58020467020294e-07	1.17821136660236e-06	0.999998618331196	4.54367842784218e-08
ENSG00000138829.12_5_128519273_128519368	2326	7.16654612812252e-15	6.08255566853106e-09	1.17821155338772e-06	0.999998776870557	3.88353287156605e-08
ENSG00000138829.12_5_128527872_128527967	2326	1.35987542947449e-14	1.15418471522671e-08	1.17821154906564e-06	0.999998773204012	3.70425798514909e-08
ENSG00000138829.12_5_128530595_128530693	2326	1.6349877793444e-15	1.38768438902599e-09	1.17821156416071e-06	0.999998786018507	3.43822438259804e-08
ENSG00000138829.12_5_128536402_128536484	2326	3.11294491536591e-19	2.64209012295081e-13	1.17821156495456e-06	0.999998786691567	3.509660512262e-08
ENSG00000138829.12_5_128537350_128537821	2326	7.99142319085935e-20	6.78266427930276e-14	1.1782115634129e-06	0.99999878538179	3.64065755715912e-08
ENSG00000138829.12_5_128537822_128538042	2326	1.67731651360036e-20	1.42361060479121e-14	1.1782115655558e-06	0.999998787202376	3.45860447420326e-08
ENSG00000138829.12_5_128538043_128538223	2326	5.93176932373651e-16	5.0345475323082e-10	1.17821156295067e-06	0.999998784989585	3.62953973998328e-08
ENSG00000138829.12_5_128538224_128538245	2326	9.71070500596501e-07	0.824189263886584	1.65323809256495e-07	0.140281893707096	0.0355277060120105
ENSG00000138829.12_5_128539451_128539576	2326	9.09960488685041e-07	0.772322570683086	2.30419931346301e-07	0.195535156488527	0.0321411324479673
ENSG00000164244.20_5_127517640_127517650	2070	9.41146202521117e-07	0.798791220385233	1.95398974738031e-07	0.165808106046811	0.0353995370227792
ENSG00000164244.20_5_127517651_127517655	2070	9.46129338833831e-07	0.803020622284658	1.61591604526867e-07	0.137089849461056	0.0598884205333442
ENSG00000164244.20_5_127517656_127517776	2070	8.46239450187617e-07	0.718239781813631	2.95597096707436e-07	0.250855052896684	0.0309040234531374
ENSG00000164244.20_5_127517946_127517999	2070	9.80135699117491e-07	0.831883281411452	1.48655582212999e-07	0.126128392723611	0.0419871970736557
ENSG00000164244.20_5_127523460_127523582	2084	8.77496277457868e-07	0.744768794376076	2.24962092293581e-07	0.190870634287667	0.0643594688778866
ENSG00000164244.20_5_127523583_127524025	2084	8.85046814240551e-07	0.751177259370164	2.57203039006708e-07	0.218268717659588	0.0305528807203954
ENSG00000164244.20_5_127524026_127524108	2086	9.76249814059623e-07	0.828585164116974	1.62696457996215e-07	0.138054114964589	0.0333595819721651
ENSG00000164244.20_5_127524531_127524920	2086	9.60943666253519e-07	0.815594178808427	1.78079177018954e-07	0.151110154609174	0.0332945275595556
ENSG00000164244.20_5_127526618_127526778	2096	8.35722591791439e-07	0.709313672581016	3.08119564519606e-07	0.261485113471399	0.0292000701054288
ENSG00000164244.20_5_127530294_127530396	2106	6.87175982565961e-07	0.583235782739468	4.29163307731497e-07	0.364196773081826	0.0525663278394165
ENSG00000164244.20_5_127533623_127533786	2111	9.57997628788828e-07	0.813093750562187	1.80907448437632e-07	0.153510530095825	0.0333945804369103
ENSG00000164244.20_5_127539040_127539143	2140	9.70393233634953e-07	0.823614433558201	1.64551292875835e-07	0.139624993319038	0.0367594381782335
ENSG00000164244.20_5_127547819_127547834	2182	9.84669831293063e-07	0.835731596534073	1.51683539878152e-07	0.128704775560481	0.0355624915520759
ENSG00000164244.20_5_127547835_127547921	2183	8.93770807855334e-07	0.75858168948704	1.79648653506406e-07	0.152386500902585	0.0890307361909127
ENSG00000164244.20_5_127547922_127551706	2197	9.23977290858307e-07	0.784219229874106	1.91456451326858e-07	0.162443981413926	0.0533356732782253
ENSG00000164244.20_5_127551707_127551878	2207	9.02211791310527e-07	0.765745915373089	2.11123827380213e-07	0.179134746074271	0.0551182252170221
ENSG00000164244.20_5_127551879_127552151	2208	8.69232862650305e-07	0.73775528153729	1.95204549186695e-07	0.165581827022915	0.0966618270023824
ENSG00000164244.20_5_127552152_127552456	2212	7.90194946804025e-07	0.670672406169409	3.3300110464603e-07	0.282585605764668	0.0467408648698711
ENSG00000164244.20_5_127552457_127553796	2217	9.72919236127635e-07	0.825758362317681	1.62616879205724e-07	0.137983676249529	0.0362568258966749
ENSG00000164244.20_5_127553797_127555081	2229	8.62893695238828e-07	0.732374958189193	2.78352537522934e-07	0.236218354018323	0.0314055465462517
ENSG00000164244.20_5_127555082_127555089	2233	9.09009299075154e-07	0.771515252868787	1.55037555859178e-07	0.131490042085203	0.0969936409991558
ENSG00000164902.14_5_126600925_126600946	65	0.992094951001647	0.00308371397399347	0.00459593682120152	1.40741579894105e-05	0.000211324045168183
ENSG00000164902.14_5_126600947_126601058	65	0.99230040300558	0.0030843525774002	0.00439283316473074	1.34452119209502e-05	0.000208966040368432
ENSG00000164902.14_5_126603561_126603569	78	0.990159117502646	0.00321338427083268	0.00635236298654566	2.03606830425174e-05	0.000254774556933502
ENSG00000164902.14_5_126603570_126603573	78	0.99037446752889	0.00321408315081553	0.00617991097155496	1.98441011898823e-05	0.000211694247549553
ENSG00000164902.14_5_126603574_126604064	78	0.989451367805527	0.00321108739581108	0.00702260478403918	2.24981655941691e-05	0.00029244184902864
ENSG00000164902.14_5_126604065_126604183	79	0.973613001775288	0.00317136384196398	0.0227660951930471	7.37805755620598e-05	0.00037575861413835
ENSG00000164902.14_5_126608357_126608363	92	0.988573747303614	0.00346152829136675	0.00754265761108435	2.60148483884704e-05	0.000396051945546348
ENSG00000164902.14_5_126608364_126608484	93	0.989770087240681	0.003477371744968	0.00643423420591131	2.23094789488619e-05	0.00029599732949114
ENSG00000164902.14_5_126617235_126617249	116	0.986368531192032	0.00376033266302646	0.00957436033227604	3.62397970206628e-05	0.000260536015644542
ENSG00000164902.14_5_126617250_126617333	116	0.988212478357299	0.00376736234263928	0.0077392541971276	2.92527056845654e-05	0.000251652397249561
ENSG00000164902.14_5_126624575_126625209	129	0.987023408560775	0.0040178936902864	0.00861710996630752	3.47710055540223e-05	0.000306816777077162
ENSG00000164902.14_5_126625210_126625478	131	0.985712482214707	0.00408082000214891	0.00987609630936665	4.05967366703467e-05	0.000290004737107397
ENSG00000164902.14_5_126625479_126627252	135	0.983641710573136	0.00413462311576471	0.0118370380408597	4.94183978655365e-05	0.000337209872374531
ENSG00000173926.6_5_126867714_126870190	686	0.926754341789282	0.0306766426139812	0.0394526458084826	0.00130411603929376	0.00181225374896058
ENSG00000173926.6_5_126870191_126870791	688	0.92503906999758	0.0314835397850658	0.0401561422835925	0.00136475064428408	0.00195649728947734
ENSG00000173926.6_5_126878185_126878394	700	0.9153841072838	0.0359526101401868	0.0445473657489993	0.00174727291180117	0.00236864391521246
ENSG00000173926.6_5_126878395_126878397	700	0.917134979397981	0.0360213773626299	0.0429757151917299	0.00168573123919019	0.00218219680846949
ENSG00000173926.6_5_126898873_126899266	753	0.896882114610451	0.0488546125738591	0.0474326118128906	0.00257947954048604	0.00425118146231388
ENSG00000173926.6_5_126914661_126914929	795	0.876840496005379	0.0527538256754786	0.0633326773352599	0.00380705193079668	0.00326594905308558
ENSG00000173926.6_5_126914930_126914930	795	0.885558582906335	0.0532783366198201	0.0540981287977885	0.00325092074577032	0.00381403093028649
ENSG00000173926.6_5_126914931_126914990	795	0.893312825106141	0.0537448592577657	0.0466656116631744	0.00280409564831255	0.00347260832460692
ENSG00000173926.6_5_126914991_126915134	795	0.887962226556986	0.0534229483236705	0.05126114594476	0.00307977795246706	0.0042739012221163
ENSG00000173926.6_5_126917984_126918227	802	0.885366124703966	0.0535648168574719	0.0544732960375307	0.00329234122170647	0.00330342117932448
